Order_Item_ID,Order_ID,Product_ID,Quantity,Product_Name,Category,Unit_Price,Stock,Line_Total,Customer_ID,Order_Date,Status,Name,Email,City,Join_Date,Month,Week,Weekday
373,183,2,4,Mouse,Accessories,500,16,2000,44,2024-02-04,Delivered,Customer_44,customer44@email.com,Delhi,2023-05-10,February,5,Sunday
374,184,2,4,Mouse,Accessories,500,16,2000,29,2024-01-07,Delivered,Customer_29,customer29@email.com,Chennai,2023-03-26,January,1,Sunday
375,184,6,3,Webcam,Accessories,3000,43,9000,29,2024-01-07,Delivered,Customer_29,customer29@email.com,Chennai,2023-03-26,January,1,Sunday
376,185,3,3,Keyboard,Accessories,1500,82,4500,13,2024-02-29,Shipped,Customer_13,customer13@email.com,Pune,2023-02-06,February,9,Thursday
377,185,10,2,Printer,Office,8000,71,16000,13,2024-02-29,Shipped,Customer_13,customer13@email.com,Pune,2023-02-06,February,9,Thursday
378,186,3,1,Keyboard,Accessories,1500,82,1500,12,2024-01-16,Processing,Customer_12,customer12@email.com,Bangalore,2023-02-03,January,3,Tuesday
379,187,8,1,Router,Networking,3500,57,3500,95,2024-01-26,Delivered,Customer_95,customer95@email.com,Mumbai,2023-10-10,January,4,Friday
380,187,1,3,Laptop,Electronics,50000,37,150000,95,2024-01-26,Delivered,Customer_95,customer95@email.com,Mumbai,2023-10-10,January,4,Friday
381,188,8,4,Router,Networking,3500,57,14000,46,2024-02-17,Delivered,Customer_46,customer46@email.com,Mumbai,2023-05-16,February,7,Saturday
382,188,7,2,USB Cable,Accessories,200,42,400,46,2024-02-17,Delivered,Customer_46,customer46@email.com,Mumbai,2023-05-16,February,7,Saturday
383,189,2,3,Mouse,Accessories,500,16,1500,2,2024-02-26,Delivered,Customer_2,customer2@email.com,Pune,2023-01-04,February,9,Monday
384,189,5,1,Headphones,Accessories,2000,21,2000,2,2024-02-26,Delivered,Customer_2,customer2@email.com,Pune,2023-01-04,February,9,Monday
385,190,9,2,External Drive,Storage,4000,32,8000,35,2024-02-21,Delivered,Customer_35,customer35@email.com,Bangalore,2023-04-13,February,8,Wednesday
386,190,6,4,Webcam,Accessories,3000,43,12000,35,2024-02-21,Delivered,Customer_35,customer35@email.com,Bangalore,2023-04-13,February,8,Wednesday
387,191,8,3,Router,Networking,3500,57,10500,87,2024-02-29,Delivered,Customer_87,customer87@email.com,Mumbai,2023-09-16,February,9,Thursday
388,192,4,2,Monitor,Electronics,15000,81,30000,81,2024-02-18,Delivered,Customer_81,customer81@email.com,Pune,2023-08-29,February,7,Sunday
389,193,6,1,Webcam,Accessories,3000,43,3000,90,2024-01-02,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,January,1,Tuesday
390,193,9,1,External Drive,Storage,4000,32,4000,90,2024-01-02,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,January,1,Tuesday
391,193,2,3,Mouse,Accessories,500,16,1500,90,2024-01-02,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,January,1,Tuesday
392,194,5,3,Headphones,Accessories,2000,21,6000,8,2024-01-01,Delivered,Customer_8,customer8@email.com,Bangalore,2023-01-22,January,1,Monday
393,195,8,4,Router,Networking,3500,57,14000,93,2024-02-17,Delivered,Customer_93,customer93@email.com,Bangalore,2023-10-04,February,7,Saturday
394,196,7,3,USB Cable,Accessories,200,42,600,26,2024-01-12,Delivered,Customer_26,customer26@email.com,Bangalore,2023-03-17,January,2,Friday
395,197,10,3,Printer,Office,8000,71,24000,74,2024-01-05,Delivered,Customer_74,customer74@email.com,Delhi,2023-08-08,January,1,Friday
396,197,6,2,Webcam,Accessories,3000,43,6000,74,2024-01-05,Delivered,Customer_74,customer74@email.com,Delhi,2023-08-08,January,1,Friday
397,197,10,1,Printer,Office,8000,71,8000,74,2024-01-05,Delivered,Customer_74,customer74@email.com,Delhi,2023-08-08,January,1,Friday
398,198,9,1,External Drive,Storage,4000,32,4000,90,2024-02-06,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,February,6,Tuesday
399,198,5,4,Headphones,Accessories,2000,21,8000,90,2024-02-06,Delivered,Customer_90,customer90@email.com,Bangalore,2023-09-25,February,6,Tuesday
400,199,1,1,Laptop,Electronics,50000,37,50000,34,2024-02-01,Delivered,Customer_34,customer34@email.com,Mumbai,2023-04-10,February,5,Thursday
401,199,6,4,Webcam,Accessories,3000,43,12000,34,2024-02-01,Delivered,Customer_34,customer34@email.com,Mumbai,2023-04-10,February,5,Thursday
402,199,9,3,External Drive,Storage,4000,32,12000,34,2024-02-01,Delivered,Customer_34,customer34@email.com,Mumbai,2023-04-10,February,5,Thursday
403,200,5,4,Headphones,Accessories,2000,21,8000,7,2024-02-28,Processing,Customer_7,customer7@email.com,Bangalore,2023-01-19,February,9,Wednesday
404,201,1,1,Laptop,Electronics,50000,37,50000,68,2024-02-24,Delivered,Customer_68,customer68@email.com,Delhi,2023-07-21,February,8,Saturday
405,202,6,4,Webcam,Accessories,3000,43,12000,58,2024-01-09,Delivered,Customer_58,customer58@email.com,Delhi,2023-06-21,January,2,Tuesday
406,202,4,2,Monitor,Electronics,15000,81,30000,58,2024-01-09,Delivered,Customer_58,customer58@email.com,Delhi,2023-06-21,January,2,Tuesday
407,202,2,1,Mouse,Accessories,500,16,500,58,2024-01-09,Delivered,Customer_58,customer58@email.com,Delhi,2023-06-21,January,2,Tuesday
408,203,5,4,Headphones,Accessories,2000,21,8000,75,2024-02-10,Shipped,Customer_75,customer75@email.com,Pune,2023-08-11,February,6,Saturday
409,203,10,1,Printer,Office,8000,71,8000,75,2024-02-10,Shipped,Customer_75,customer75@email.com,Pune,2023-08-11,February,6,Saturday
410,203,1,3,Laptop,Electronics,50000,37,150000,75,2024-02-10,Shipped,Customer_75,customer75@email.com,Pune,2023-08-11,February,6,Saturday
411,204,6,1,Webcam,Accessories,3000,43,3000,29,2024-02-04,Delivered,Customer_29,customer29@email.com,Chennai,2023-03-26,February,5,Sunday
412,204,5,3,Headphones,Accessories,2000,21,6000,29,2024-02-04,Delivered,Customer_29,customer29@email.com,Chennai,2023-03-26,February,5,Sunday
413,204,5,1,Headphones,Accessories,2000,21,2000,29,2024-02-04,Delivered,Customer_29,customer29@email.com,Chennai,2023-03-26,February,5,Sunday
414,205,3,2,Keyboard,Accessories,1500,82,3000,36,2024-01-19,Delivered,Customer_36,customer36@email.com,Pune,2023-04-16,January,3,Friday
415,206,4,1,Monitor,Electronics,15000,81,15000,89,2024-02-17,Delivered,Customer_89,customer89@email.com,Chennai,2023-09-22,February,7,Saturday
416,206,2,4,Mouse,Accessories,500,16,2000,89,2024-02-17,Delivered,Customer_89,customer89@email.com,Chennai,2023-09-22,February,7,Saturday
417,207,2,1,Mouse,Accessories,500,16,500,21,2024-01-16,Delivered,Customer_21,customer21@email.com,Delhi,2023-03-02,January,3,Tuesday
418,207,2,1,Mouse,Accessories,500,16,500,21,2024-01-16,Delivered,Customer_21,customer21@email.com,Delhi,2023-03-02,January,3,Tuesday
419,207,9,3,External Drive,Storage,4000,32,12000,21,2024-01-16,Delivered,Customer_21,customer21@email.com,Delhi,2023-03-02,January,3,Tuesday
420,208,8,3,Router,Networking,3500,57,10500,36,2024-01-03,Shipped,Customer_36,customer36@email.com,Pune,2023-04-16,January,1,Wednesday
421,208,2,3,Mouse,Accessories,500,16,1500,36,2024-01-03,Shipped,Customer_36,customer36@email.com,Pune,2023-04-16,January,1,Wednesday
422,208,6,4,Webcam,Accessories,3000,43,12000,36,2024-01-03,Shipped,Customer_36,customer36@email.com,Pune,2023-04-16,January,1,Wednesday
423,209,4,4,Monitor,Electronics,15000,81,60000,10,2024-01-20,Delivered,Customer_10,customer10@email.com,Pune,2023-01-28,January,3,Saturday
424,209,2,2,Mouse,Accessories,500,16,1000,10,2024-01-20,Delivered,Customer_10,customer10@email.com,Pune,2023-01-28,January,3,Saturday
425,209,7,4,USB Cable,Accessories,200,42,800,10,2024-01-20,Delivered,Customer_10,customer10@email.com,Pune,2023-01-28,January,3,Saturday
426,210,5,1,Headphones,Accessories,2000,21,2000,73,2024-01-24,Delivered,Customer_73,customer73@email.com,Pune,2023-08-05,January,4,Wednesday
427,210,7,4,USB Cable,Accessories,200,42,800,73,2024-01-24,Delivered,Customer_73,customer73@email.com,Pune,2023-08-05,January,4,Wednesday
428,211,6,1,Webcam,Accessories,3000,43,3000,24,2024-02-23,Delivered,Customer_24,customer24@email.com,Mumbai,2023-03-11,February,8,Friday
429,212,6,3,Webcam,Accessories,3000,43,9000,64,2024-02-25,Delivered,Customer_64,customer64@email.com,Delhi,2023-07-09,February,8,Sunday
430,212,2,1,Mouse,Accessories,500,16,500,64,2024-02-25,Delivered,Customer_64,customer64@email.com,Delhi,2023-07-09,February,8,Sunday
431,212,7,3,USB Cable,Accessories,200,42,600,64,2024-02-25,Delivered,Customer_64,customer64@email.com,Delhi,2023-07-09,February,8,Sunday
432,213,10,2,Printer,Office,8000,71,16000,99,2024-02-02,Delivered,Customer_99,customer99@email.com,Delhi,2023-10-22,February,5,Friday
433,213,2,2,Mouse,Accessories,500,16,1000,99,2024-02-02,Delivered,Customer_99,customer99@email.com,Delhi,2023-10-22,February,5,Friday
434,214,10,4,Printer,Office,8000,71,32000,49,2024-01-24,Delivered,Customer_49,customer49@email.com,Delhi,2023-05-25,January,4,Wednesday
435,215,8,1,Router,Networking,3500,57,3500,99,2024-02-21,Delivered,Customer_99,customer99@email.com,Delhi,2023-10-22,February,8,Wednesday
436,215,8,1,Router,Networking,3500,57,3500,99,2024-02-21,Delivered,Customer_99,customer99@email.com,Delhi,2023-10-22,February,8,Wednesday
437,215,4,1,Monitor,Electronics,15000,81,15000,99,2024-02-21,Delivered,Customer_99,customer99@email.com,Delhi,2023-10-22,February,8,Wednesday
438,216,3,3,Keyboard,Accessories,1500,82,4500,36,2024-01-11,Cancelled,Customer_36,customer36@email.com,Pune,2023-04-16,January,2,Thursday
439,217,5,4,Headphones,Accessories,2000,21,8000,82,2024-02-18,Delivered,Customer_82,customer82@email.com,Mumbai,2023-09-01,February,7,Sunday
440,217,5,1,Headphones,Accessories,2000,21,2000,82,2024-02-18,Delivered,Customer_82,customer82@email.com,Mumbai,2023-09-01,February,7,Sunday
441,218,2,2,Mouse,Accessories,500,16,1000,96,2024-01-08,Delivered,Customer_96,customer96@email.com,Bangalore,2023-10-13,January,2,Monday
442,218,6,3,Webcam,Accessories,3000,43,9000,96,2024-01-08,Delivered,Customer_96,customer96@email.com,Bangalore,2023-10-13,January,2,Monday
443,219,1,1,Laptop,Electronics,50000,37,50000,24,2024-02-05,Delivered,Customer_24,customer24@email.com,Mumbai,2023-03-11,February,6,Monday
444,220,9,1,External Drive,Storage,4000,32,4000,23,2024-02-07,Delivered,Customer_23,customer23@email.com,Chennai,2023-03-08,February,6,Wednesday
445,221,9,3,External Drive,Storage,4000,32,12000,62,2024-02-09,Delivered,Customer_62,customer62@email.com,Chennai,2023-07-03,February,6,Friday
446,222,6,2,Webcam,Accessories,3000,43,6000,96,2024-01-20,Delivered,Customer_96,customer96@email.com,Bangalore,2023-10-13,January,3,Saturday
447,222,4,2,Monitor,Electronics,15000,81,30000,96,2024-01-20,Delivered,Customer_96,customer96@email.com,Bangalore,2023-10-13,January,3,Saturday
448,223,6,2,Webcam,Accessories,3000,43,6000,37,2024-02-04,Delivered,Customer_37,customer37@email.com,Bangalore,2023-04-19,February,5,Sunday
449,223,2,1,Mouse,Accessories,500,16,500,37,2024-02-04,Delivered,Customer_37,customer37@email.com,Bangalore,2023-04-19,February,5,Sunday
450,223,9,3,External Drive,Storage,4000,32,12000,37,2024-02-04,Delivered,Customer_37,customer37@email.com,Bangalore,2023-04-19,February,5,Sunday
451,224,1,4,Laptop,Electronics,50000,37,200000,12,2024-02-17,Delivered,Customer_12,customer12@email.com,Bangalore,2023-02-03,February,7,Saturday
452,224,6,3,Webcam,Accessories,3000,43,9000,12,2024-02-17,Delivered,Customer_12,customer12@email.com,Bangalore,2023-02-03,February,7,Saturday
453,224,9,1,External Drive,Storage,4000,32,4000,12,2024-02-17,Delivered,Customer_12,customer12@email.com,Bangalore,2023-02-03,February,7,Saturday
454,225,1,4,Laptop,Electronics,50000,37,200000,55,2024-01-25,Delivered,Customer_55,customer55@email.com,Bangalore,2023-06-12,January,4,Thursday
455,225,10,3,Printer,Office,8000,71,24000,55,2024-01-25,Delivered,Customer_55,customer55@email.com,Bangalore,2023-06-12,January,4,Thursday
456,225,5,3,Headphones,Accessories,2000,21,6000,55,2024-01-25,Delivered,Customer_55,customer55@email.com,Bangalore,2023-06-12,January,4,Thursday
457,226,9,1,External Drive,Storage,4000,32,4000,13,2024-02-04,Processing,Customer_13,customer13@email.com,Pune,2023-02-06,February,5,Sunday
458,227,1,3,Laptop,Electronics,50000,37,150000,23,2024-01-25,Delivered,Customer_23,customer23@email.com,Chennai,2023-03-08,January,4,Thursday
459,228,10,3,Printer,Office,8000,71,24000,89,2024-01-29,Delivered,Customer_89,customer89@email.com,Chennai,2023-09-22,January,5,Monday
460,228,3,4,Keyboard,Accessories,1500,82,6000,89,2024-01-29,Delivered,Customer_89,customer89@email.com,Chennai,2023-09-22,January,5,Monday
461,229,10,2,Printer,Office,8000,71,16000,99,2024-01-18,Delivered,Customer_99,customer99@email.com,Delhi,2023-10-22,January,3,Thursday
462,229,9,3,External Drive,Storage,4000,32,12000,99,2024-01-18,Delivered,Customer_99,customer99@email.com,Delhi,2023-10-22,January,3,Thursday
463,230,10,4,Printer,Office,8000,71,32000,30,2024-02-15,Cancelled,Customer_30,customer30@email.com,Chennai,2023-03-29,February,7,Thursday
464,231,6,4,Webcam,Accessories,3000,43,12000,17,2024-01-18,Delivered,Customer_17,customer17@email.com,Chennai,2023-02-18,January,3,Thursday
465,231,5,1,Headphones,Accessories,2000,21,2000,17,2024-01-18,Delivered,Customer_17,customer17@email.com,Chennai,2023-02-18,January,3,Thursday
466,232,9,4,External Drive,Storage,4000,32,16000,62,2024-01-02,Delivered,Customer_62,customer62@email.com,Chennai,2023-07-03,January,1,Tuesday
467,232,5,2,Headphones,Accessories,2000,21,4000,62,2024-01-02,Delivered,Customer_62,customer62@email.com,Chennai,2023-07-03,January,1,Tuesday
468,233,4,3,Monitor,Electronics,15000,81,45000,84,2024-02-23,Cancelled,Customer_84,customer84@email.com,Pune,2023-09-07,February,8,Friday
469,234,7,2,USB Cable,Accessories,200,42,400,89,2024-02-04,Processing,Customer_89,customer89@email.com,Chennai,2023-09-22,February,5,Sunday
470,234,2,4,Mouse,Accessories,500,16,2000,89,2024-02-04,Processing,Customer_89,customer89@email.com,Chennai,2023-09-22,February,5,Sunday
471,234,5,3,Headphones,Accessories,2000,21,6000,89,2024-02-04,Processing,Customer_89,customer89@email.com,Chennai,2023-09-22,February,5,Sunday
472,235,7,4,USB Cable,Accessories,200,42,800,86,2024-01-16,Shipped,Customer_86,customer86@email.com,Mumbai,2023-09-13,January,3,Tuesday
473,235,5,4,Headphones,Accessories,2000,21,8000,86,2024-01-16,Shipped,Customer_86,customer86@email.com,Mumbai,2023-09-13,January,3,Tuesday
474,235,9,4,External Drive,Storage,4000,32,16000,86,2024-01-16,Shipped,Customer_86,customer86@email.com,Mumbai,2023-09-13,January,3,Tuesday
475,236,3,3,Keyboard,Accessories,1500,82,4500,13,2024-02-10,Delivered,Customer_13,customer13@email.com,Pune,2023-02-06,February,6,Saturday
476,236,4,1,Monitor,Electronics,15000,81,15000,13,2024-02-10,Delivered,Customer_13,customer13@email.com,Pune,2023-02-06,February,6,Saturday
477,236,6,3,Webcam,Accessories,3000,43,9000,13,2024-02-10,Delivered,Customer_13,customer13@email.com,Pune,2023-02-06,February,6,Saturday
478,237,4,4,Monitor,Electronics,15000,81,60000,59,2024-02-05,Delivered,Customer_59,customer59@email.com,Chennai,2023-06-24,February,6,Monday
479,237,5,4,Headphones,Accessories,2000,21,8000,59,2024-02-05,Delivered,Customer_59,customer59@email.com,Chennai,2023-06-24,February,6,Monday
480,238,3,4,Keyboard,Accessories,1500,82,6000,19,2024-02-02,Delivered,Customer_19,customer19@email.com,Mumbai,2023-02-24,February,5,Friday
481,238,10,4,Printer,Office,8000,71,32000,19,2024-02-02,Delivered,Customer_19,customer19@email.com,Mumbai,2023-02-24,February,5,Friday
482,239,2,2,Mouse,Accessories,500,16,1000,49,2024-01-04,Processing,Customer_49,customer49@email.com,Delhi,2023-05-25,January,1,Thursday
483,239,1,1,Laptop,Electronics,50000,37,50000,49,2024-01-04,Processing,Customer_49,customer49@email.com,Delhi,2023-05-25,January,1,Thursday
484,240,9,2,External Drive,Storage,4000,32,8000,100,2024-02-02,Delivered,Customer_100,customer100@email.com,Mumbai,2023-10-25,February,5,Friday
485,240,7,3,USB Cable,Accessories,200,42,600,100,2024-02-02,Delivered,Customer_100,customer100@email.com,Mumbai,2023-10-25,February,5,Friday
486,241,7,1,USB Cable,Accessories,200,42,200,12,2024-01-14,Delivered,Customer_12,customer12@email.com,Bangalore,2023-02-03,January,2,Sunday
487,241,7,3,USB Cable,Accessories,200,42,600,12,2024-01-14,Delivered,Customer_12,customer12@email.com,Bangalore,2023-02-03,January,2,Sunday
488,242,10,1,Printer,Office,8000,71,8000,61,2024-01-21,Delivered,Customer_61,customer61@email.com,Delhi,2023-06-30,January,3,Sunday
489,243,8,4,Router,Networking,3500,57,14000,19,2024-02-17,Shipped,Customer_19,customer19@email.com,Mumbai,2023-02-24,February,7,Saturday
490,243,4,4,Monitor,Electronics,15000,81,60000,19,2024-02-17,Shipped,Customer_19,customer19@email.com,Mumbai,2023-02-24,February,7,Saturday
491,244,7,2,USB Cable,Accessories,200,42,400,76,2024-01-20,Delivered,Customer_76,customer76@email.com,Delhi,2023-08-14,January,3,Saturday
492,244,1,4,Laptop,Electronics,50000,37,200000,76,2024-01-20,Delivered,Customer_76,customer76@email.com,Delhi,2023-08-14,January,3,Saturday
493,245,10,3,Printer,Office,8000,71,24000,9,2024-02-25,Delivered,Customer_9,customer9@email.com,Bangalore,2023-01-25,February,8,Sunday
494,246,7,2,USB Cable,Accessories,200,42,400,71,2024-01-08,Delivered,Customer_71,customer71@email.com,Mumbai,2023-07-30,January,2,Monday
495,246,6,1,Webcam,Accessories,3000,43,3000,71,2024-01-08,Delivered,Customer_71,customer71@email.com,Mumbai,2023-07-30,January,2,Monday
496,246,6,4,Webcam,Accessories,3000,43,12000,71,2024-01-08,Delivered,Customer_71,customer71@email.com,Mumbai,2023-07-30,January,2,Monday
497,247,10,1,Printer,Office,8000,71,8000,28,2024-01-07,Delivered,Customer_28,customer28@email.com,Delhi,2023-03-23,January,1,Sunday
498,248,10,4,Printer,Office,8000,71,32000,78,2024-01-03,Delivered,Customer_78,customer78@email.com,Chennai,2023-08-20,January,1,Wednesday
499,248,10,1,Printer,Office,8000,71,8000,78,2024-01-03,Delivered,Customer_78,customer78@email.com,Chennai,2023-08-20,January,1,Wednesday
500,248,10,4,Printer,Office,8000,71,32000,78,2024-01-03,Delivered,Customer_78,customer78@email.com,Chennai,2023-08-20,January,1,Wednesday
501,249,10,3,Printer,Office,8000,71,24000,95,2024-01-17,Delivered,Customer_95,customer95@email.com,Mumbai,2023-10-10,January,3,Wednesday
502,250,4,2,Monitor,Electronics,15000,81,30000,52,2024-02-02,Delivered,Customer_52,customer52@email.com,Chennai,2023-06-03,February,5,Friday
503,251,4,4,Monitor,Electronics,15000,81,60000,83,2024-02-17,Delivered,Customer_83,customer83@email.com,Pune,2023-09-04,February,7,Saturday
504,251,7,2,USB Cable,Accessories,200,42,400,83,2024-02-17,Delivered,Customer_83,customer83@email.com,Pune,2023-09-04,February,7,Saturday
505,251,9,2,External Drive,Storage,4000,32,8000,83,2024-02-17,Delivered,Customer_83,customer83@email.com,Pune,2023-09-04,February,7,Saturday
506,252,4,2,Monitor,Electronics,15000,81,30000,16,2024-01-12,Delivered,Customer_16,customer16@email.com,Delhi,2023-02-15,January,2,Friday
507,252,1,3,Laptop,Electronics,50000,37,150000,16,2024-01-12,Delivered,Customer_16,customer16@email.com,Delhi,2023-02-15,January,2,Friday
508,252,2,1,Mouse,Accessories,500,16,500,16,2024-01-12,Delivered,Customer_16,customer16@email.com,Delhi,2023-02-15,January,2,Friday
509,253,1,3,Laptop,Electronics,50000,37,150000,69,2024-02-28,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,9,Wednesday
510,253,2,1,Mouse,Accessories,500,16,500,69,2024-02-28,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,9,Wednesday
511,253,7,1,USB Cable,Accessories,200,42,200,69,2024-02-28,Delivered,Customer_69,customer69@email.com,Chennai,2023-07-24,February,9,Wednesday
512,254,6,4,Webcam,Accessories,3000,43,12000,99,2024-02-20,Delivered,Customer_99,customer99@email.com,Delhi,2023-10-22,February,8,Tuesday
513,255,3,4,Keyboard,Accessories,1500,82,6000,12,2024-01-22,Delivered,Customer_12,customer12@email.com,Bangalore,2023-02-03,January,4,Monday
514,256,10,1,Printer,Office,8000,71,8000,25,2024-02-24,Delivered,Customer_25,customer25@email.com,Mumbai,2023-03-14,February,8,Saturday
515,256,9,2,External Drive,Storage,4000,32,8000,25,2024-02-24,Delivered,Customer_25,customer25@email.com,Mumbai,2023-03-14,February,8,Saturday
516,256,9,2,External Drive,Storage,4000,32,8000,25,2024-02-24,Delivered,Customer_25,customer25@email.com,Mumbai,2023-03-14,February,8,Saturday
517,257,7,1,USB Cable,Accessories,200,42,200,52,2024-01-22,Delivered,Customer_52,customer52@email.com,Chennai,2023-06-03,January,4,Monday
518,257,2,3,Mouse,Accessories,500,16,1500,52,2024-01-22,Delivered,Customer_52,customer52@email.com,Chennai,2023-06-03,January,4,Monday
519,257,10,2,Printer,Office,8000,71,16000,52,2024-01-22,Delivered,Customer_52,customer52@email.com,Chennai,2023-06-03,January,4,Monday
520,258,7,1,USB Cable,Accessories,200,42,200,85,2024-02-15,Delivered,Customer_85,customer85@email.com,Mumbai,2023-09-10,February,7,Thursday
521,259,7,4,USB Cable,Accessories,200,42,800,100,2024-01-30,Delivered,Customer_100,customer100@email.com,Mumbai,2023-10-25,January,5,Tuesday
522,260,3,4,Keyboard,Accessories,1500,82,6000,53,2024-02-07,Cancelled,Customer_53,customer53@email.com,Chennai,2023-06-06,February,6,Wednesday
523,260,10,2,Printer,Office,8000,71,16000,53,2024-02-07,Cancelled,Customer_53,customer53@email.com,Chennai,2023-06-06,February,6,Wednesday
524,261,7,1,USB Cable,Accessories,200,42,200,23,2024-02-07,Delivered,Customer_23,customer23@email.com,Chennai,2023-03-08,February,6,Wednesday
525,261,4,4,Monitor,Electronics,15000,81,60000,23,2024-02-07,Delivered,Customer_23,customer23@email.com,Chennai,2023-03-08,February,6,Wednesday
526,262,1,4,Laptop,Electronics,50000,37,200000,16,2024-02-14,Shipped,Customer_16,customer16@email.com,Delhi,2023-02-15,February,7,Wednesday
527,263,9,4,External Drive,Storage,4000,32,16000,57,2024-02-20,Delivered,Customer_57,customer57@email.com,Chennai,2023-06-18,February,8,Tuesday
528,263,1,3,Laptop,Electronics,50000,37,150000,57,2024-02-20,Delivered,Customer_57,customer57@email.com,Chennai,2023-06-18,February,8,Tuesday
529,263,6,1,Webcam,Accessories,3000,43,3000,57,2024-02-20,Delivered,Customer_57,customer57@email.com,Chennai,2023-06-18,February,8,Tuesday
530,264,4,1,Monitor,Electronics,15000,81,15000,39,2024-02-23,Delivered,Customer_39,customer39@email.com,Mumbai,2023-04-25,February,8,Friday
531,264,1,4,Laptop,Electronics,50000,37,200000,39,2024-02-23,Delivered,Customer_39,customer39@email.com,Mumbai,2023-04-25,February,8,Friday
532,264,2,4,Mouse,Accessories,500,16,2000,39,2024-02-23,Delivered,Customer_39,customer39@email.com,Mumbai,2023-04-25,February,8,Friday
533,265,5,4,Headphones,Accessories,2000,21,8000,53,2024-01-08,Shipped,Customer_53,customer53@email.com,Chennai,2023-06-06,January,2,Monday
534,266,8,2,Router,Networking,3500,57,7000,42,2024-01-27,Delivered,Customer_42,customer42@email.com,Mumbai,2023-05-04,January,4,Saturday
535,266,3,2,Keyboard,Accessories,1500,82,3000,42,2024-01-27,Delivered,Customer_42,customer42@email.com,Mumbai,2023-05-04,January,4,Saturday
536,267,10,3,Printer,Office,8000,71,24000,58,2024-01-27,Delivered,Customer_58,customer58@email.com,Delhi,2023-06-21,January,4,Saturday
537,268,6,2,Webcam,Accessories,3000,43,6000,39,2024-02-03,Delivered,Customer_39,customer39@email.com,Mumbai,2023-04-25,February,5,Saturday
538,268,7,4,USB Cable,Accessories,200,42,800,39,2024-02-03,Delivered,Customer_39,customer39@email.com,Mumbai,2023-04-25,February,5,Saturday
539,269,6,1,Webcam,Accessories,3000,43,3000,14,2024-01-21,Delivered,Customer_14,customer14@email.com,Delhi,2023-02-09,January,3,Sunday
540,269,3,2,Keyboard,Accessories,1500,82,3000,14,2024-01-21,Delivered,Customer_14,customer14@email.com,Delhi,2023-02-09,January,3,Sunday
541,270,4,4,Monitor,Electronics,15000,81,60000,95,2024-01-30,Processing,Customer_95,customer95@email.com,Mumbai,2023-10-10,January,5,Tuesday
542,270,6,4,Webcam,Accessories,3000,43,12000,95,2024-01-30,Processing,Customer_95,customer95@email.com,Mumbai,2023-10-10,January,5,Tuesday
543,270,10,4,Printer,Office,8000,71,32000,95,2024-01-30,Processing,Customer_95,customer95@email.com,Mumbai,2023-10-10,January,5,Tuesday
544,271,9,3,External Drive,Storage,4000,32,12000,5,2024-02-02,Shipped,Customer_5,customer5@email.com,Pune,2023-01-13,February,5,Friday
545,272,9,3,External Drive,Storage,4000,32,12000,35,2024-01-28,Cancelled,Customer_35,customer35@email.com,Bangalore,2023-04-13,January,4,Sunday
546,272,1,4,Laptop,Electronics,50000,37,200000,35,2024-01-28,Cancelled,Customer_35,customer35@email.com,Bangalore,2023-04-13,January,4,Sunday
547,273,7,4,USB Cable,Accessories,200,42,800,87,2024-02-16,Delivered,Customer_87,customer87@email.com,Mumbai,2023-09-16,February,7,Friday
548,273,3,4,Keyboard,Accessories,1500,82,6000,87,2024-02-16,Delivered,Customer_87,customer87@email.com,Mumbai,2023-09-16,February,7,Friday
549,273,6,1,Webcam,Accessories,3000,43,3000,87,2024-02-16,Delivered,Customer_87,customer87@email.com,Mumbai,2023-09-16,February,7,Friday
550,274,9,2,External Drive,Storage,4000,32,8000,93,2024-02-02,Shipped,Customer_93,customer93@email.com,Bangalore,2023-10-04,February,5,Friday
551,275,4,2,Monitor,Electronics,15000,81,30000,75,2024-01-05,Processing,Customer_75,customer75@email.com,Pune,2023-08-11,January,1,Friday
552,276,2,4,Mouse,Accessories,500,16,2000,18,2024-02-29,Delivered,Customer_18,customer18@email.com,Pune,2023-02-21,February,9,Thursday
553,276,7,4,USB Cable,Accessories,200,42,800,18,2024-02-29,Delivered,Customer_18,customer18@email.com,Pune,2023-02-21,February,9,Thursday
554,277,5,4,Headphones,Accessories,2000,21,8000,76,2024-02-17,Delivered,Customer_76,customer76@email.com,Delhi,2023-08-14,February,7,Saturday
555,278,4,2,Monitor,Electronics,15000,81,30000,9,2024-01-19,Shipped,Customer_9,customer9@email.com,Bangalore,2023-01-25,January,3,Friday
556,278,4,1,Monitor,Electronics,15000,81,15000,9,2024-01-19,Shipped,Customer_9,customer9@email.com,Bangalore,2023-01-25,January,3,Friday
557,279,2,1,Mouse,Accessories,500,16,500,74,2024-01-04,Delivered,Customer_74,customer74@email.com,Delhi,2023-08-08,January,1,Thursday
558,279,2,1,Mouse,Accessories,500,16,500,74,2024-01-04,Delivered,Customer_74,customer74@email.com,Delhi,2023-08-08,January,1,Thursday
